customer_id,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,Age,Age_group,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure
2052,Ganny,Sealeaf,Male,5,1955-11-30,67.0,60-70,Other,Retail,Mass Customer,N,Yes,8.0
2053,Horatius,Dufton,Male,7,1978-05-28,44.0,40-50,Other,Financial Services,Affluent Customer,N,Yes,11.0
2054,Horace,Gilpillan,Male,12,1995-08-21,27.0,20-30,Other,Manufacturing,Mass Customer,N,Yes,22.0
2055,Harmon,Bakster,Male,46,1980-09-14,42.0,40-50,Administrative Assistant III,Retail,High Net Worth,N,No,7.0
2056,Cristin,Smoughton,Female,65,1986-03-04,36.0,30-40,Biostatistician IV,Property,High Net Worth,N,No,22.0
2057,Elianora,Sally,Female,99,1959-10-04,63.0,60-70,Accounting Assistant IV,Manufacturing,Affluent Customer,N,Yes,15.0
2058,Ronna,Wickersham,Female,99,1978-02-04,45.0,40-50,Database Administrator I,Argiculture,High Net Worth,N,No,7.0
2060,Constancia,Akram,Female,17,1959-01-23,64.0,60-70,Statistician II,Financial Services,Mass Customer,N,No,17.0
2061,Loralyn,,Female,71,1983-01-24,40.0,30-40,Technical Writer,Manufacturing,High Net Worth,N,No,4.0
2062,Guillermo,Kolakovic,Male,67,1976-08-19,46.0,40-50,Junior Executive,Retail,Mass Customer,N,No,18.0
2063,Benny,Crudge,Male,55,1963-06-17,59.0,50-60,Clinical Specialist,Health,Affluent Customer,N,No,16.0
2064,Reynard,Jaffrey,Male,99,1969-05-19,53.0,50-60,VP Marketing,Health,Mass Customer,N,Yes,18.0
2065,Silvio,Henrichs,Male,66,1978-03-13,44.0,40-50,Technical Writer,Retail,Mass Customer,N,Yes,12.0
2066,Skipp,McLarens,Male,91,1969-12-21,53.0,50-60,Food Chemist,Health,High Net Worth,N,Yes,12.0
2067,Slade,Mulvin,Male,81,1979-05-05,43.0,40-50,Registered Nurse,Health,Mass Customer,N,No,17.0
2072,Margie,Tillyer,Female,30,1960-04-20,62.0,60-70,Environmental Specialist,Financial Services,Mass Customer,N,Yes,9.0
2073,Linea,,Female,87,1974-01-30,49.0,40-50,Other,Manufacturing,High Net Worth,N,Yes,10.0
2074,Roslyn,Rawdall,Female,90,1997-06-11,25.0,20-30,Other,Financial Services,Mass Customer,N,No,4.0
2075,Devondra,Jovis,Female,95,1973-04-23,49.0,40-50,Environmental Tech,Manufacturing,Mass Customer,N,No,8.0
2076,Beatriz,Tweddle,Female,73,1969-06-03,53.0,50-60,Assistant Manager,Manufacturing,Mass Customer,N,Yes,5.0
2077,Tobe,Lindroos,Female,67,1992-02-26,31.0,30-40,Cost Accountant,Financial Services,Mass Customer,N,Yes,7.0
2078,Joice,Govett,Female,15,1989-08-30,33.0,30-40,Computer Systems Analyst III,Manufacturing,Mass Customer,N,No,3.0
2081,Gelya,Coaker,Female,69,1972-06-21,50.0,40-50,Senior Editor,Financial Services,Mass Customer,N,No,13.0
2082,Sybyl,Beekman,Female,38,1979-12-07,43.0,40-50,Legal Assistant,Health,Affluent Customer,N,Yes,19.0
2084,Britni,Menguy,Female,6,1986-10-03,36.0,30-40,Other,IT,Mass Customer,N,Yes,17.0
2085,Carolynn,Samsin,Female,83,1956-05-03,66.0,60-70,Pharmacist,Health,Mass Customer,N,No,11.0
2086,Gayle,Cockerell,Male,68,1997-01-03,26.0,20-30,Senior Cost Accountant,Financial Services,High Net Worth,N,No,1.0
2087,Yehudi,Sandon,Male,76,1969-06-08,53.0,50-60,Administrative Officer,IT,Mass Customer,N,Yes,15.0
2088,Ernie,Wankel,Male,2,1969-10-09,53.0,50-60,Senior Financial Analyst,Financial Services,Mass Customer,N,Yes,14.0
2089,Erie,Ballston,Male,93,1958-01-07,65.0,60-70,Safety Technician I,Financial Services,High Net Worth,N,No,15.0
2090,Stanton,Schimoni,Male,63,1964-12-05,58.0,50-60,Help Desk Technician,Financial Services,Mass Customer,N,Yes,17.0
2091,Dominga,Crosfield,Female,27,1980-06-22,42.0,40-50,Office Assistant II,Argiculture,Mass Customer,N,No,9.0
2092,Stavros,Hazelby,Male,14,1977-12-22,45.0,40-50,Safety Technician IV,Manufacturing,High Net Worth,N,No,18.0
2093,Salem,Doiley,Male,94,1999-09-10,23.0,20-30,Programmer II,Financial Services,High Net Worth,N,No,2.0
2095,Anette,Guerreiro,Female,69,1989-11-13,33.0,30-40,Account Executive,Manufacturing,Affluent Customer,N,No,8.0
2096,Torrie,Smartman,Female,74,1969-05-21,53.0,50-60,Programmer III,Telecommunications,High Net Worth,N,Yes,12.0
2097,Web,Decaze,Male,38,1988-04-08,34.0,30-40,Recruiter,Telecommunications,Mass Customer,N,No,21.0
2098,Ame,Tossell,Female,82,1969-12-13,53.0,50-60,Dental Hygienist,Health,High Net Worth,N,No,16.0
2099,Mikel,McKechnie,Male,40,1959-10-03,63.0,60-70,Senior Cost Accountant,Financial Services,High Net Worth,N,Yes,19.0
2100,Der,Blatcher,Male,34,1978-05-30,44.0,40-50,Marketing Assistant,IT,Mass Customer,N,No,14.0
2103,Jayme,Hendin,Male,94,1975-09-22,47.0,40-50,Business Systems Development Analyst,Financial Services,Affluent Customer,N,No,18.0
2104,Livy,Roote,Female,31,1979-01-29,44.0,40-50,Structural Analysis Engineer,Financial Services,Mass Customer,N,No,11.0
2105,Terrance,Goligher,Male,29,1971-11-11,51.0,50-60,Food Chemist,Health,High Net Worth,N,Yes,6.0
2106,Antons,Ley,Male,91,1970-03-19,52.0,50-60,Project Manager,Financial Services,High Net Worth,N,Yes,13.0
2107,Dre,Ferrillo,Female,2,1992-07-10,30.0,20-30,Biostatistician IV,IT,Affluent Customer,N,Yes,4.0
2108,Michel,O'Halligan,Female,41,1985-11-24,37.0,30-40,Software Test Engineer IV,Property,Mass Customer,N,Yes,18.0
2109,Grazia,Vinson,Female,14,1965-04-13,57.0,50-60,Account Representative II,Health,High Net Worth,N,Yes,18.0
2110,Gard,Marris,Male,29,1973-07-31,49.0,40-50,Human Resources Assistant III,Manufacturing,High Net Worth,N,No,14.0
2111,Ellis,Vokes,Male,98,1973-12-28,49.0,40-50,Speech Pathologist,Property,Affluent Customer,N,Yes,12.0
2112,Aubrie,Glaum,Female,64,1993-05-17,29.0,20-30,Accounting Assistant I,Financial Services,Mass Customer,N,Yes,6.0
2113,Nita,Bushell,Female,91,1972-01-06,51.0,50-60,Internal Auditor,Manufacturing,Affluent Customer,N,No,17.0
2114,Erick,Caveill,Male,78,1954-11-29,68.0,60-70,Safety Technician III,Argiculture,High Net Worth,N,No,19.0
2115,Shannon,Pflieger,Male,17,1975-08-31,47.0,40-50,Food Chemist,Health,Mass Customer,N,Yes,17.0
2116,Wyndham,Ecob,Male,81,1979-01-20,44.0,40-50,Research Associate,Financial Services,Affluent Customer,N,Yes,9.0
2117,Llywellyn,Christall,Male,76,1995-06-14,27.0,20-30,Computer Systems Analyst I,Health,Affluent Customer,N,No,3.0
2119,Dorise,Bellon,Female,51,1985-03-01,38.0,30-40,Senior Cost Accountant,Financial Services,Mass Customer,N,No,17.0
2120,Clare,Attoe,Male,80,1997-01-03,26.0,20-30,Web Designer III,Manufacturing,Mass Customer,N,No,1.0
2121,Clarita,Jaqueminet,Female,35,1989-02-15,34.0,30-40,Nurse,Financial Services,Mass Customer,N,Yes,22.0
2122,Osborne,Nawton,Male,85,1973-01-27,50.0,40-50,Registered Nurse,Health,High Net Worth,N,Yes,11.0
2123,Shirley,Negal,Female,36,1993-03-19,29.0,20-30,Software Engineer II,Manufacturing,Affluent Customer,N,No,2.0
2124,Damien,Bartczak,Male,17,1978-01-30,45.0,40-50,Other,Retail,High Net Worth,N,No,18.0
2125,Laurene,Linstead,Female,9,1975-01-27,48.0,40-50,VP Quality Control,Financial Services,High Net Worth,N,No,18.0
2126,Hugibert,Getcliff,Male,65,1958-03-29,64.0,60-70,Product Engineer,Health,Mass Customer,N,Yes,17.0
2127,Wanids,Baudet,Female,66,1974-02-15,49.0,40-50,Web Designer I,Manufacturing,Mass Customer,N,No,7.0
2128,Gregorius,Cockram,Male,31,1976-09-25,46.0,40-50,Data Coordiator,Property,Affluent Customer,N,Yes,16.0
2129,Barron,Waszkiewicz,Male,26,1980-10-07,42.0,40-50,Electrical Engineer,Manufacturing,High Net Worth,N,No,3.0
2130,Evangelina,Coxhell,Female,95,1990-01-01,33.0,30-40,Structural Engineer,Property,High Net Worth,N,Yes,16.0
2132,Davina,Dougary,Female,16,1985-02-02,38.0,30-40,Human Resources Manager,Financial Services,High Net Worth,N,Yes,22.0
2133,Clarissa,Blaisdale,Female,44,1998-01-20,25.0,20-30,General Manager,Financial Services,High Net Worth,N,No,3.0
2134,Crosby,Ruoff,Male,16,2000-02-21,23.0,20-30,Nurse,Manufacturing,Affluent Customer,N,No,2.0
2136,Heather,Golsworthy,Female,21,1965-07-12,57.0,50-60,Office Assistant I,Health,High Net Worth,N,Yes,5.0
2137,Renie,,Female,46,1971-06-22,51.0,50-60,Chemical Engineer,Manufacturing,Affluent Customer,N,No,5.0
2138,Jonell,Gon,Female,23,1978-11-28,44.0,40-50,Graphic Designer,Manufacturing,High Net Worth,N,No,15.0
2139,Carolina,Brands,Female,87,1982-02-06,41.0,40-50,Accountant II,IT,Affluent Customer,N,Yes,7.0
2140,Hilario,Ramsdell,Male,59,1976-09-30,46.0,40-50,Help Desk Operator,Telecommunications,High Net Worth,N,No,21.0
2141,Georgie,Bruggen,Female,50,1964-08-21,58.0,50-60,Programmer I,Financial Services,High Net Worth,N,Yes,4.0
2144,Maureene,Kingstne,Female,12,1978-04-11,44.0,40-50,Office Assistant IV,Property,Mass Customer,N,Yes,9.0
2145,Adrea,Quittonden,Female,44,1959-11-11,63.0,60-70,Librarian,Entertainment,Affluent Customer,N,Yes,19.0
2148,Annis,Freeth,Female,78,1989-03-20,33.0,30-40,Engineer I,Manufacturing,Mass Customer,N,Yes,15.0
2150,Huntlee,Pashba,Male,75,1959-09-05,63.0,60-70,Other,Retail,Affluent Customer,N,Yes,8.0
2151,Herrick,Gammett,Male,9,1986-10-23,36.0,30-40,Other,Entertainment,Affluent Customer,N,No,6.0
2152,Junina,Labone,Female,40,1968-11-05,54.0,50-60,Database Administrator III,Manufacturing,Mass Customer,N,Yes,19.0
2153,Jimmy,,Male,22,1986-10-13,36.0,30-40,Financial Analyst,Financial Services,Mass Customer,N,No,10.0
2154,Bird,Bolf,Female,86,1980-01-08,43.0,40-50,Chemical Engineer,Manufacturing,High Net Worth,N,No,6.0
2156,Darill,Mowday,Male,96,1977-04-08,45.0,40-50,Desktop Support Technician,Retail,Mass Customer,N,Yes,18.0
2157,Alidia,Petyankin,Female,52,1978-01-30,45.0,40-50,Community Outreach Specialist,Property,Mass Customer,N,No,19.0
2158,Caesar,Begbie,Male,11,1960-12-18,62.0,60-70,Physical Therapy Assistant,Entertainment,Mass Customer,N,No,6.0
2160,Kettie,Cantopher,Female,64,1971-06-26,51.0,50-60,Recruiter,Health,Mass Customer,N,Yes,15.0
2161,Tommie,Mardle,Male,35,1998-01-14,25.0,20-30,Other,Financial Services,Mass Customer,N,No,4.0
2162,Andrew,Blunt,Male,49,1974-05-09,48.0,40-50,Paralegal,Financial Services,High Net Worth,N,Yes,10.0
2164,Toinette,Clementson,Female,12,1973-08-16,49.0,40-50,Financial Analyst,Financial Services,Mass Customer,N,Yes,18.0
2166,Mareah,Woodnutt,Female,78,1984-11-09,38.0,30-40,Nurse,Property,Mass Customer,N,No,16.0
2167,Laina,Semorad,Female,31,1997-07-11,25.0,20-30,Librarian,Entertainment,Mass Customer,N,No,1.0
2168,Levon,Woollard,Male,83,1974-11-16,48.0,40-50,VP Accounting,Financial Services,Mass Customer,N,Yes,17.0
2169,Jarrad,Atwell,Male,80,1979-02-28,44.0,40-50,Senior Financial Analyst,Financial Services,Mass Customer,N,No,18.0
2170,Dewitt,Laight,Male,27,1963-04-27,59.0,50-60,Geological Engineer,Manufacturing,Affluent Customer,N,No,6.0
2171,Laryssa,Maes,Female,21,1970-02-10,53.0,50-60,Pharmacist,Health,High Net Worth,N,No,10.0
2172,Emmery,Angrock,Male,6,1979-01-05,44.0,40-50,Information Systems Manager,Health,Affluent Customer,N,Yes,13.0
2173,Gracia,McAteer,Female,27,1976-09-21,46.0,40-50,Help Desk Technician,IT,Mass Customer,N,Yes,22.0
2174,Rock,Vickerstaff,Male,32,1962-09-21,60.0,50-60,Account Executive,Argiculture,High Net Worth,N,No,11.0
2175,Elvyn,Bullas,Male,23,1985-11-01,37.0,30-40,Web Developer III,Health,Mass Customer,N,No,13.0
2176,Josie,Gallemore,Female,79,1962-11-09,60.0,50-60,Accountant II,Property,High Net Worth,N,Yes,12.0
2177,Waverly,Creebo,Male,35,1977-10-08,45.0,40-50,Social Worker,Health,Mass Customer,N,No,9.0
2178,Veriee,Colthard,Female,20,1954-03-18,68.0,60-70,Mechanical Systems Engineer,Retail,Mass Customer,N,No,12.0
2179,Benson,cornhill,Male,15,1960-08-20,62.0,60-70,Desktop Support Technician,Manufacturing,Mass Customer,N,No,17.0
2181,Tobe,Roxby,Male,99,1974-07-17,48.0,40-50,Account Executive,IT,Mass Customer,N,Yes,8.0
2182,Symon,Minchin,Male,47,1967-04-23,55.0,50-60,Assistant Media Planner,Entertainment,High Net Worth,N,Yes,16.0
2183,Jillie,Fyndon,Female,61,1972-02-07,51.0,50-60,Programmer Analyst IV,Manufacturing,Mass Customer,N,Yes,7.0
2184,Lamar,Gladman,Male,49,1971-12-05,51.0,50-60,Statistician III,Health,Mass Customer,N,No,11.0
2185,Gayle,Gridley,Female,40,1963-10-15,59.0,50-60,Human Resources Assistant II,Property,Mass Customer,N,No,19.0
2186,Carolina,Sexty,Female,61,1963-03-18,59.0,50-60,Clinical Specialist,Health,High Net Worth,N,No,5.0
2187,Brunhilde,Kendall,Female,52,1997-12-27,25.0,20-30,Budget/Accounting Analyst I,Health,Mass Customer,N,No,2.0
2189,Thedric,,Male,43,1998-02-25,25.0,20-30,Safety Technician II,Financial Services,High Net Worth,N,No,4.0
2190,Maressa,Kondrachenko,Female,77,1979-04-17,43.0,40-50,Other,IT,Affluent Customer,N,No,13.0
2194,Johnette,O'Fergus,Female,79,1958-09-10,64.0,60-70,Electrical Engineer,Manufacturing,Affluent Customer,N,Yes,11.0
2195,Nevsa,Taill,Female,94,1987-05-02,35.0,30-40,GIS Technical Architect,Financial Services,Affluent Customer,N,Yes,13.0
2196,Skylar,Brise,Male,66,1976-06-08,46.0,40-50,Media Manager I,Retail,High Net Worth,N,Yes,7.0
2197,Filip,Willows,Male,32,1993-09-16,29.0,20-30,Programmer Analyst I,Financial Services,Mass Customer,N,No,7.0
2198,Marijn,Arnoll,Male,1,1998-01-10,25.0,20-30,Editor,Property,Affluent Customer,N,Yes,1.0
2199,Leigha,Ranger,Female,89,1983-02-09,40.0,30-40,Account Coordinator,Property,High Net Worth,N,Yes,13.0
2201,Trisha,Basset,Female,56,1998-12-12,24.0,20-30,Design Engineer,Financial Services,Affluent Customer,N,Yes,1.0
2202,Diannne,Neissen,Female,46,1977-08-19,45.0,40-50,Physical Therapy Assistant,Financial Services,Affluent Customer,N,Yes,8.0
2203,Ganny,Alessandrelli,Male,13,1998-12-23,24.0,20-30,Sales Associate,Health,High Net Worth,N,Yes,2.0
2204,Kacie,Barthram,Female,16,1967-09-07,55.0,50-60,Librarian,Entertainment,High Net Worth,N,No,7.0
2206,Osmond,McCamish,Male,60,1957-05-25,65.0,60-70,Structural Engineer,Financial Services,Affluent Customer,N,No,14.0
2207,Junia,Gall,Female,93,1979-01-26,44.0,40-50,Web Designer IV,Manufacturing,Mass Customer,N,Yes,16.0
2209,Rriocard,Gavan,Male,4,1993-08-04,29.0,20-30,Registered Nurse,Health,Affluent Customer,N,Yes,3.0
2210,Kirby,Cameron,Male,16,1985-11-24,37.0,30-40,Registered Nurse,Health,High Net Worth,N,No,5.0
2211,Carmelita,Matuskiewicz,Female,3,1975-08-27,47.0,40-50,Other,Manufacturing,Mass Customer,N,Yes,18.0
2212,Adrianne,Raoux,Female,22,1974-05-13,48.0,40-50,Technical Writer,Manufacturing,Affluent Customer,N,Yes,20.0
2214,Farlay,Plevey,Male,52,1957-03-26,65.0,60-70,Other,Manufacturing,High Net Worth,N,Yes,8.0
2215,Viola,Wadhams,Female,50,1971-02-20,52.0,50-60,Structural Engineer,Financial Services,Mass Customer,N,Yes,18.0
2216,Clarinda,Woffinden,Female,29,1962-01-02,61.0,60-70,Systems Administrator II,Property,High Net Worth,N,Yes,10.0
2217,Kristofor,Juris,Male,98,1981-10-17,41.0,40-50,Paralegal,Financial Services,Mass Customer,N,No,16.0
2218,Madelena,Blincoe,Female,94,1992-05-27,30.0,20-30,Senior Sales Associate,Health,Affluent Customer,N,No,4.0
2220,Curr,Jancey,Male,35,1959-05-13,63.0,60-70,Legal Assistant,Financial Services,Mass Customer,N,Yes,13.0
2221,Tye,Scottini,Male,80,1995-11-07,27.0,20-30,General Manager,Argiculture,Affluent Customer,N,No,7.0
2222,Caroline,Grabban,Female,20,1974-08-26,48.0,40-50,Professor,Financial Services,Mass Customer,N,No,14.0
2223,Sarita,Georgiev,Female,38,1981-01-29,42.0,40-50,Professor,Health,Mass Customer,N,No,12.0
2224,Sydel,Seccombe,Female,3,1998-08-18,24.0,20-30,Budget/Accounting Analyst III,Retail,High Net Worth,N,Yes,4.0
2225,Christina,Easum,Female,45,1988-04-02,34.0,30-40,Occupational Therapist,Health,Affluent Customer,N,No,19.0
2226,Hedvig,Flatt,Female,10,1955-07-22,67.0,60-70,Biostatistician II,Entertainment,Mass Customer,N,No,11.0
2227,Duff,Kemble,Male,45,1976-07-16,46.0,40-50,Systems Administrator I,Property,Affluent Customer,N,Yes,9.0
2228,Rosita,Soppeth,Female,12,1956-03-09,66.0,60-70,Geological Engineer,Manufacturing,High Net Worth,N,No,9.0
2229,Linette,Gotmann,Female,76,1959-04-10,63.0,60-70,Cost Accountant,Financial Services,Affluent Customer,N,Yes,7.0
2234,Dylan,Hanvey,Male,48,1986-09-09,36.0,30-40,Electrical Engineer,Manufacturing,Mass Customer,N,No,18.0
2235,Maxine,Cauldwell,Female,75,1979-10-02,43.0,40-50,Social Worker,Health,Affluent Customer,N,No,16.0
2236,Arin,Crickmoor,Male,0,1968-04-16,54.0,50-60,Data Coordiator,Manufacturing,Affluent Customer,N,Yes,13.0
2238,Nata,Plinck,Female,96,1978-09-14,44.0,40-50,Director of Sales,Retail,Mass Customer,N,Yes,14.0
2239,Jocelyne,Pasquale,Female,0,1960-01-11,63.0,60-70,Associate Professor,Property,High Net Worth,N,Yes,8.0
2240,Niall,Hallifax,Male,4,1969-07-25,53.0,50-60,Automation Specialist III,Manufacturing,High Net Worth,N,Yes,16.0
2241,Augy,Jerrems,Male,45,1975-02-23,48.0,40-50,Paralegal,Financial Services,High Net Worth,N,No,10.0
2244,Sidney,Cargon,Male,97,1972-05-10,50.0,40-50,Software Test Engineer III,Manufacturing,Mass Customer,N,No,5.0
2245,Elsinore,Banbrook,Female,11,1980-04-21,42.0,40-50,Marketing Manager,Argiculture,Mass Customer,N,No,3.0
2247,Gweneth,Wilkins,Female,17,1995-01-20,28.0,20-30,Teacher,Retail,High Net Worth,N,Yes,1.0
2248,Helsa,Grandisson,Female,33,1996-05-23,26.0,20-30,Software Engineer I,Manufacturing,Mass Customer,N,No,1.0
2249,Kiele,Caghan,Female,7,1996-11-11,26.0,20-30,Other,Financial Services,Mass Customer,N,No,5.0
2250,De witt,Gleave,Male,72,1992-06-26,30.0,20-30,Other,Telecommunications,High Net Worth,N,No,7.0
2251,Leslie,Shotboult,Male,68,1959-08-19,63.0,60-70,Other,Property,High Net Worth,N,No,19.0
2253,Gracie,Kubacki,Female,28,1959-02-08,64.0,60-70,Office Assistant I,Manufacturing,Affluent Customer,N,Yes,13.0
2254,Ann,Beek,Female,36,1955-10-21,67.0,60-70,Programmer Analyst II,Health,Affluent Customer,N,No,18.0
2255,Iorgo,Krol,Male,92,1992-07-11,30.0,20-30,Dental Hygienist,Health,Affluent Customer,N,Yes,5.0
2256,Mara,Rosterne,Female,28,1978-02-26,45.0,40-50,Marketing Manager,Retail,Mass Customer,N,No,15.0
2257,Siward,Corradino,Male,27,1977-10-13,45.0,40-50,Librarian,Entertainment,Mass Customer,N,No,15.0
2258,Cathy,Powter,Female,63,1974-03-21,48.0,40-50,Account Executive,Retail,High Net Worth,N,No,7.0
2260,Jarad,Barthropp,Male,38,1967-02-09,56.0,50-60,Administrative Assistant IV,Argiculture,High Net Worth,N,No,11.0
2261,Gerome,Monshall,Male,81,1980-09-21,42.0,40-50,Account Representative II,Health,Mass Customer,N,Yes,13.0
2262,Nyssa,Banister,Female,90,1984-04-21,38.0,30-40,Pharmacist,Health,Mass Customer,N,Yes,2.0
2263,Lois,Sorel,Female,79,1987-02-06,36.0,30-40,Professor,Argiculture,Mass Customer,N,Yes,21.0
2264,Tony,Shirley,Female,18,1972-07-17,50.0,40-50,Occupational Therapist,Health,Affluent Customer,N,No,9.0
2265,Brendan,Vicent,Male,55,1980-07-29,42.0,40-50,Other,Property,Mass Customer,N,Yes,5.0
2266,Jeth,Tomes,Male,74,1998-10-11,24.0,20-30,Other,Retail,High Net Worth,N,No,1.0
2268,Wilhelmina,Gothup,Female,66,1965-10-07,57.0,50-60,Pharmacist,Health,Mass Customer,N,No,19.0
2270,Augustus,Edleston,Male,50,1966-09-28,56.0,50-60,Information Systems Manager,Retail,Affluent Customer,N,No,9.0
2271,King,Hoston,Male,96,1974-03-26,48.0,40-50,Other,Telecommunications,Mass Customer,N,Yes,18.0
2272,Grete,Hindenburg,Female,82,1994-12-21,28.0,20-30,Internal Auditor,Manufacturing,Mass Customer,N,No,1.0
2274,Nada,Reinert,Female,15,1979-11-26,43.0,40-50,Budget/Accounting Analyst IV,Manufacturing,Mass Customer,N,Yes,13.0
2275,Ursulina,Carter,Female,77,1992-07-19,30.0,20-30,Human Resources Assistant II,Financial Services,High Net Worth,N,Yes,8.0
2277,Gillie,Ruben,Female,44,1963-08-22,59.0,50-60,Cost Accountant,Financial Services,High Net Worth,N,Yes,7.0
2278,Gerri,Heliet,Male,11,1977-09-25,45.0,40-50,Product Engineer,Health,Affluent Customer,N,Yes,8.0
2279,Garrett,Szymon,Male,42,1979-03-19,43.0,40-50,Human Resources Assistant II,Health,Mass Customer,N,No,3.0
2282,Dominic,Gregoletti,Male,81,1957-02-25,66.0,60-70,Senior Financial Analyst,Financial Services,Affluent Customer,N,Yes,7.0
2284,Ola,Lenoir,Female,83,1974-02-16,49.0,40-50,Staff Accountant IV,Telecommunications,High Net Worth,N,No,14.0
2285,Maritsa,Bellison,Female,71,1973-10-27,49.0,40-50,Quality Control Specialist,Health,High Net Worth,N,No,5.0
2286,Katuscha,Sapsed,Female,20,1995-06-02,27.0,20-30,Staff Scientist,Manufacturing,High Net Worth,N,No,5.0
2287,Gisela,Partener,Female,53,1974-04-22,48.0,40-50,Human Resources Assistant I,Telecommunications,High Net Worth,N,No,20.0
2288,Cirillo,Hook,Male,63,1964-05-04,58.0,50-60,Staff Scientist,Manufacturing,High Net Worth,N,No,8.0
2289,Kissie,Steanson,Female,97,1980-09-25,42.0,40-50,Research Nurse,Health,Affluent Customer,N,Yes,13.0
2290,Myca,Standley,Male,18,1981-03-10,41.0,40-50,Account Executive,Manufacturing,Mass Customer,N,Yes,5.0
2291,Guido,Meynell,Male,67,1971-04-13,51.0,50-60,Accountant IV,Manufacturing,Affluent Customer,N,Yes,4.0
2292,Christie,MacClure,Female,17,1998-06-02,24.0,20-30,Research Nurse,Health,Mass Customer,N,Yes,2.0
2293,Engracia,Newcom,Female,70,1958-03-07,64.0,60-70,Financial Advisor,Financial Services,Affluent Customer,N,No,16.0
2294,Skipton,Cordie,Male,25,1987-06-16,35.0,30-40,Associate Professor,Manufacturing,Mass Customer,N,No,21.0
2296,Nathalia,Sanger,Female,16,2002-01-01,21.0,20-30,Geologist IV,Retail,Affluent Customer,N,No,1.0
2297,Pauletta,Taffee,Female,16,1971-11-27,51.0,50-60,Geological Engineer,Manufacturing,Affluent Customer,N,Yes,19.0
2298,Brigham,Vyse,Male,64,1997-10-28,25.0,20-30,Environmental Tech,Property,Mass Customer,N,Yes,5.0
2299,Mahmoud,Dagworthy,Male,11,1986-10-21,36.0,30-40,Computer Systems Analyst I,Property,High Net Worth,N,Yes,7.0
2300,Cary,Cockerham,Male,20,1998-09-26,24.0,20-30,Other,Financial Services,Mass Customer,N,Yes,3.0
2301,Ken,Vashchenko,Male,66,1966-10-30,56.0,50-60,Senior Cost Accountant,Financial Services,Mass Customer,N,Yes,19.0
2302,Loraine,Beamish,Female,43,1999-01-09,24.0,20-30,Mechanical Systems Engineer,Retail,Mass Customer,N,Yes,4.0
2303,Alair,Combe,Male,22,1993-04-13,29.0,20-30,Database Administrator IV,Retail,Mass Customer,N,Yes,4.0
2305,Aeriell,Greeding,Female,91,1984-07-09,38.0,30-40,Chief Design Engineer,Financial Services,Affluent Customer,N,Yes,13.0
2306,Hilary,Tregunna,Female,98,1960-04-19,62.0,60-70,Paralegal,Financial Services,High Net Worth,N,Yes,9.0
2307,Corina,Shadwick,Female,57,1978-06-28,44.0,40-50,Desktop Support Technician,Retail,High Net Worth,N,Yes,13.0
2308,Nancey,Hastie,Female,52,1963-03-19,59.0,50-60,Paralegal,Financial Services,Mass Customer,N,Yes,17.0
2309,Herc,McIlhone,Male,40,1985-01-13,38.0,30-40,Accounting Assistant I,Manufacturing,Affluent Customer,N,No,14.0
2311,Addi,,Female,49,1989-02-15,34.0,30-40,Design Engineer,Health,Mass Customer,N,No,16.0
2312,Ronnica,Grebner,Female,72,1979-08-10,43.0,40-50,Assistant Manager,Manufacturing,Mass Customer,N,No,18.0
2313,Christa,Pauley,Female,54,1966-07-10,56.0,50-60,Chemical Engineer,Manufacturing,Mass Customer,N,No,12.0
2314,Ravid,Lapenna,Male,59,1993-12-22,29.0,20-30,Registered Nurse,Health,High Net Worth,N,Yes,7.0
2315,Pernell,MacCheyne,Male,25,1994-03-01,29.0,20-30,Community Outreach Specialist,Financial Services,Affluent Customer,N,No,8.0
2316,Vernen,Bourgaize,Male,79,1978-03-21,44.0,40-50,Computer Systems Analyst IV,Financial Services,Affluent Customer,N,Yes,11.0
2317,Alwin,Cuberley,Male,97,1976-12-07,46.0,40-50,Tax Accountant,Health,Mass Customer,N,Yes,16.0
2318,Willa,Malyan,Female,30,1988-03-01,34.0,30-40,Automation Specialist I,Manufacturing,Mass Customer,N,Yes,6.0
2319,David,Darrigrand,Male,63,1985-05-03,37.0,30-40,Librarian,Entertainment,High Net Worth,N,No,18.0
2320,Kaylyn,Throssell,Female,14,1965-12-21,57.0,50-60,Senior Developer,Manufacturing,Affluent Customer,N,No,16.0
2321,Libbi,Freeberne,Female,27,1980-03-25,42.0,40-50,Nuclear Power Engineer,Manufacturing,Mass Customer,N,Yes,20.0
2322,Hazlett,Rosenschein,Male,72,1992-05-24,30.0,20-30,Biostatistician III,Health,Mass Customer,N,Yes,2.0
2323,Adair,Piser,Male,2,1988-04-30,34.0,30-40,Desktop Support Technician,Property,High Net Worth,N,No,13.0
2324,Jerrold,Robben,Male,44,1966-08-05,56.0,50-60,Sales Associate,Manufacturing,Mass Customer,N,Yes,16.0
2325,Emmett,Whatsize,Male,50,1964-01-06,59.0,50-60,Database Administrator IV,Retail,High Net Worth,N,Yes,12.0
2326,Trev,Boothebie,Male,64,1966-06-22,56.0,50-60,Programmer Analyst I,Retail,High Net Worth,N,No,14.0
2328,Gayler,Shackle,Male,63,1986-06-03,36.0,30-40,Dental Hygienist,Health,Mass Customer,N,Yes,8.0
